"TSectors","Intensity"
"Army",0
"Business",33
"Center Left",0.4
"Christian",9.4
"Criminals",108.4
"Dissident",221.1
"Education",151.7
"Elections Ministry",8
"Entertainment",0
"Far Right",0
"Food Ministry",0
"General Population",0
"Government",99.8999999999999
"Government Major Party (In Government)",3.4
"Human Rights NGOs",21.4
"Insurgents",0
"International Religious",20.6
"Labor",113.2
"Lower House",0
"Medical",0.4
"Military",0
"Military Intelligence",0
"Muslim",17.4
"National Religious",13.4
"Parties",36
"Police",163.1
"Protestors",0
"Radicals",0
"Rebel",3.4
"Separatists",0
"Social",1677.5
"State Owned Enterprises",2
"State-Owned Heavy Industrial",0
"Unidentified Forces",65.4
