"TSectors","Intensity"
"Business",0
"Cabinet",0
"Criminals",27
"Dissident",20
"Education",0
"Elite",0
"Executive",0
"Executive Office",0
"Exiles",0
"Foreign Ministry",0
"General Population",94
"Government",98.9
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Interior",0
"International Religious",0
"Judicial",20
"Labor",0
"Legal",19
"Legislative",65
"Media",22
"Medical",0
"Military",25
"Muslim",22
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",31.3
"Police",14.6
"Protestors",26.5
"Rebel",2.6
"Refugees",0
"Social",0
"Unidentified Forces",50
