"TSectors","Intensity"
"(National) Major Party",0
"Army",15
"Business",26
"Criminals",71
"Dissident",136
"Education",19.4
"Executive",0
"Fundamentalist",0
"General Population",644.8
"Government",935.3
"Ideological",292.4
"Insurgents",0
"Intelligence Ministry",0
"International Religious",178.1
"Judicial",7.6
"Labor",8.6
"Legal",0
"Legislative",0
"Local",0
"Media",0
"Medical",0
"Military",0
"Municipal",0
"National Religious",0
"Nongovernmental Organizations",27.2
"Parties",11
"Police",233
"Protestors",2
"Provincial",0
"Radicals",0
"Rebel",135
"Social",343.5
"Sunni",0
"Unidentified Forces",506
