"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Business",30.3
"Criminals",151.3
"Dissident",74.7
"Education",51.8
"Exiles",0
"Finance",0
"General Population",426.9
"Government",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"International Ethnic",0
"International Religious",53.3
"Local",39.4
"Media",44.3
"Medical",42.8
"Municipal",0
"Muslim",0
"National Ethnic",0
"National Religious",114.8
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",301.9
"Police",13.8
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",89.4
"State Media",0
"Unidentified Forces",0
"Uyghur",0
