"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Business",0
"Criminals",0
"Dissident",322.4
"Education",0
"Exiles",0
"Finance",72.4
"General Population",689.2
"Government",91.2
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"International Ethnic",0
"International Religious",0
"Local",74.4
"Media",0
"Medical",0
"Municipal",0
"Muslim",79.4
"National Ethnic",0
"National Religious",0
"Nongovernmental Organization (International)",119.4
"Nongovernmental Organizations",0
"Police",160.9
"Protestors",156.2
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",85.4
"Social",212.7
"State Media",0
"Unidentified Forces",0
"Uyghur",0
