"TSectors","Intensity"
"Agricultural",0
"Business",0
"Christian",6
"Criminals",0
"Dissident",150.2
"Education",2.6
"Elections Ministry",0
"Exiles",0
"General Population",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",11
"International Dissident",132
"International Insurgents",0
"International Religious",5
"Labor",0
"Legal",0
"Marines",0
"Media",27.4
"Military",11.6
"Municipal",0
"National Religious",11
"Nongovernmental Organization (International)",15.4
"Nongovernmental Organizations",0
"Police",55
"Protestors",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",303.1
"State Owned Enterprises",0
"State-Owned Transportation",0
"Sunni",11
"Unidentified Forces",11
