"TSectors","Intensity"
"(National) Major Party",15.7
"Agricultural",0
"Business",52.2
"Criminals",258
"Dissident",198.3
"Education",100.2
"General Population",1576.2
"Government",681.3
"Government Major Party (In Government)",5.6
"Human Rights IGOs",75
"Human Rights NGOs",0
"Ideological",29.5
"Insurgents",40
"International Religious",2.2
"Kashmiri",10
"Labor",12
"Legislative",0
"Media",30.5
"Medical",18.2
"Military",71.1
"Muslim",0
"National Religious",5
"Nongovernmental Organization (International)",7
"Nongovernmental Organizations",9
"Opposition Major Party (Out Of Government)",55.4
"Parties",37.2
"Police",0
"Protestors",34
"Radicals",0
"Rebel",52
"Separatists",15
"Sikh",10
"Social",2582.2
"Unidentified Forces",223
