"TSectors","Intensity"
"Business",0
"Criminals",34.2
"Defense",0
"Dissident",33
"Education",0
"Elite",0
"Executive",237.7
"Executive Office",16
"General Population",0
"Government",620.6
"Human Rights IGOs",0
"Human Rights NGOs",13
"Insurgents",0
"Intelligence Ministry",0
"International Dissident",0
"International Radicals",0
"International Religious",16
"Labor",0
"Local",0
"Media",5
"Medical",57
"Military",198.7
"Muslim",12
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",43
"Police",0
"Protestors",12
"Provincial",0
"Radicals",5
"Rebel",22
"Separatists",23
"Shia",0
"Social",461.4
"Unidentified Forces",115
