"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Buddhist",0
"Business",43.4
"Criminals",74
"Dissident",225.1
"Education",31
"Elite",15.4
"Exiles",0
"General Population",513.5
"Government",92.7
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Religious",0
"Judicial",14.3
"Labor",29
"Legislative",21
"Media",0
"Medical",0
"Military",0
"Municipal",16
"Muslim",20.6
"National Religious",37.2
"Nongovernmental Organization (International)",14
"Nongovernmental Organizations",16
"Opposition Major Party (Out Of Government)",0
"Parties",0
"Police",12.2
"Protestors",105.1
"Radicals",0
"Rebel",0
"Social",478.2
"Unidentified Forces",59
