"TSectors","Intensity"
"(National) Minor Party",0
"Army",0
"Catholic",0
"Criminals",63.5
"Dissident",87.2
"Education",0
"Executive Office",0
"General Population",77.1
"Government",87.6
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",59.5
"International Religious",0
"Kurd (Ethnic Group)",63.5
"Labor",0
"Legal",0
"Local",0
"Media",0
"Military",34.5
"Municipal",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",34.5
"Parties",0
"Police",0
"Protestors",43.5
"Radicals",0
"Rebel",44.5
"Refugees",0
"Separatists",0
"Social",51.5
"Unidentified Forces",44.5
