"TSectors","Intensity"
"Business",2
"Center Left",0
"Criminals",0
"Dissident",0
"Exiles",40
"General Population",35
"Government",54.4
"Human Rights IGOs",10
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Judicial",0
"Labor",0
"Legal",0
"Media",0
"Medical",0
"Military",0
"National",0
"National Ethnic",2
"National Ethnic Minority",0
"National Religious",7.2
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Online News",0
"Organized Violent",0
"Parties",0
"Police",0
"Protestors",0
"Provincial",0
"Provincial Party",0
"Radio News",0
"Rebel",12.6
"Social",0
"Unidentified Forces",115.6
"Upper House",0
