"TSectors","Intensity"
"Agricultural",0
"Business",11.6
"Christian",0
"Criminals",0
"Dissident",131.5
"Education",0
"Elections Ministry",12.5
"Exiles",0
"General Population",149.2
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",0
"International Dissident",13.5
"International Insurgents",0
"International Religious",13.5
"Labor",0
"Legal",0
"Marines",0
"Media",0
"Military",0
"Municipal",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",13.5
"Police",19.3
"Protestors",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",99.2
"State Owned Enterprises",0
"State-Owned Transportation",0
"Sunni",0
"Unidentified Forces",26.5
