"TSectors","Intensity"
"Business",15
"Criminals",0
"Defense",0
"Dissident",8
"Education",0
"Elite",16
"Executive",0
"Executive Office",0
"General Population",0
"Government",69.7
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Dissident",0
"International Radicals",0
"International Religious",0
"Labor",8.1
"Local",0
"Media",26
"Medical",0
"Military",0
"Muslim",16
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",58
"Separatists",0
"Shia",0
"Social",28
"Unidentified Forces",40
