"TSectors","Intensity"
"(National) Minor Party",0
"Agriculture",0
"Army",0
"Centrist",0
"Criminals",10.2
"Dissident",25.7
"General Population",51.3
"Health Ministry",0
"Human Rights IGOs",4.2
"Human Rights NGOs",0
"Labor",0
"Local",0
"Media",4.2
"Military",9.2
"Muslim",0
"National Religious",3.8
"Nongovernmental Organization (International)",2.2
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Social",2.8
"State-Owned Transportation",0
"Unidentified Forces",0
