"TSectors","Intensity"
"Army",0
"Business",0
"Center Left",259.1
"Christian",0
"Criminals",427.9
"Dissident",269.5
"Education",0
"Elections Ministry",0
"Entertainment",0
"Far Right",0
"Food Ministry",0
"General Population",466.1
"Government",0
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Insurgents",0
"International Religious",270.1
"Labor",0
"Lower House",0
"Medical",255.5
"Military",351.7
"Military Intelligence",0
"Muslim",258.9
"National Religious",0
"Parties",322.9
"Police",577.9
"Protestors",257.5
"Radicals",0
"Rebel",262.5
"Separatists",0
"Social",1019.1
"State Owned Enterprises",257.5
"State-Owned Heavy Industrial",255.5
"Unidentified Forces",294.8
