"TSectors","Intensity"
"(National) Minor Party",0
"Agriculture",0
"Army",0
"Centrist",0
"Criminals",0
"Dissident",5.8
"General Population",36.6
"Health Ministry",0
"Human Rights IGOs",12.3
"Human Rights NGOs",0
"Labor",0
"Local",0
"Media",0
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",12.8
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Social",18.8
"State-Owned Transportation",17.8
"Unidentified Forces",0
