"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",13.4
"Business",5.4
"Center Right",0
"Communist",0
"Criminals",0
"Dissident",129.9
"Education",0
"Elite",0.7
"Energy Ministry",0
"Entertainment",0
"Ethnic NGOs",0
"Exiles",0
"General Population",6
"Government",28.2
"Human Rights IGOs",0
"Ideological",0
"Insurgents",0
"Judicial",0
"Labor",0
"Legal",0
"Local",0
"Media",0
"Medical",0
"Military",0
"Municipal",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",42.4
"Protestors",0
"Provincial",0
"Rebel",0
"Social",34.5
"Transportation Business",0
"Unidentified Forces",0
