"TSectors","Intensity"
"Business",0
"Center Left",0
"Criminals",0
"Dissident",15
"Exiles",0
"General Population",48
"Government",6
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Judicial",0
"Labor",0
"Legal",0
"Media",0
"Medical",0
"Military",0
"National",0
"National Ethnic",0
"National Ethnic Minority",0
"National Religious",3
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Online News",0
"Organized Violent",10
"Parties",2.2
"Police",3
"Protestors",0
"Provincial",6.5
"Provincial Party",0
"Radio News",0
"Rebel",0
"Social",45
"Unidentified Forces",49
"Upper House",0
