"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",0
"Center Right",39.8
"Communist",0
"Criminals",35.6
"Dissident",0
"Education",29.6
"Elite",30.6
"Energy Ministry",0
"Entertainment",0
"Ethnic NGOs",0
"Exiles",0
"General Population",55.6
"Government",29.6
"Human Rights IGOs",0
"Ideological",0
"Insurgents",0
"Judicial",32.6
"Labor",0
"Legal",0
"Local",0
"Media",0
"Medical",0
"Military",37.6
"Municipal",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",29.2
"Protestors",0
"Provincial",0
"Rebel",35.6
"Social",46.6
"Transportation Business",0
"Unidentified Forces",0
