"TSectors","Intensity"
"(National) Minor Party",5
"Army",0
"Catholic",0
"Criminals",0
"Dissident",166.9
"Education",0
"Executive Office",0
"General Population",259.8
"Government",130.7
"Government Major Party (In Government)",7
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",70
"International Religious",0
"Kurd (Ethnic Group)",53.6
"Labor",0
"Legal",0
"Local",21
"Media",0
"Military",129
"Municipal",0
"Muslim",0
"National Religious",10
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",33.4
"Police",218.5
"Protestors",0
"Radicals",0
"Rebel",0
"Refugees",0
"Separatists",174.3
"Social",51.5
"Unidentified Forces",5
