"TSectors","Intensity"
"(National) Major Party",0
"Army",0
"Business",28
"Criminals",31
"Dissident",119
"Education",19
"Executive",23
"Fundamentalist",0
"General Population",312
"Government",213.9
"Ideological",0
"Insurgents",305
"Intelligence Ministry",0
"International Religious",0
"Judicial",0
"Labor",0
"Legal",10
"Legislative",26
"Local",72
"Media",0
"Medical",0
"Military",216.2
"Municipal",0
"National Religious",18
"Nongovernmental Organizations",19
"Parties",6.6
"Police",206.2
"Protestors",19
"Provincial",0
"Radicals",0
"Rebel",76
"Social",803.4
"Sunni",266.3
"Unidentified Forces",143.3
