"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Criminals",38.6
"Defense",0
"Dissident",110.6
"Elections Ministry",0
"Exiles",0
"General Population",60.2
"Government",107.6
"Government Major Party (In Government)",0
"Human Rights IGOs",86.6
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Intelligence Ministry",0
"Interior",0
"International Ethnic",0
"International Religious",0
"Labor",0
"Media",0
"Medical",0
"Military",42.6
"Muslim",0
"National Religious",30.6
"Nongovernmental Organization (International)",87.6
"Nongovernmental Organizations",0
"Police",27.6
"Protestors",0
"Radicals",0
"Rebel",0
"Refugees",0
"Separatists",41.6
"Social",47.6
"State Media",0
