"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",0
"Centrist",0
"Criminals",0
"Dissident",371.1
"Education",0
"Elite",0
"Executive Office",42.6
"Exiles",0
"General Population",0
"Government",960.2
"Human Rights NGOs",0
"Intelligence Ministry",0
"International Religious",0
"Local",0
"Media",0
"Military",0
"Muslim",0
"National Religious",0
"Police",36.6
"Protestors",0
"Provincial",81.7
"Radicals",0
"Rebel",0
"Separatists",0
"Social",261.1
"Tuareg",0
"Unidentified Forces",214.6
