"TSectors","Intensity"
"Agricultural",0
"Buddhist",22.8
"Criminals",0
"Defense",30.8
"Dissident",0
"Elections Ministry",0
"Exiles",0
"General Population",48.2
"Government",63.1
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",21.8
"Information",0
"Insurgents",0
"Intelligence Ministry",0
"Interior",0
"International Ethnic",0
"International Religious",0
"Labor",0
"Media",26.8
"Medical",0
"Military",45.4
"Muslim",0
"National Religious",30.8
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",23.8
"Police",0
"Protestors",28.6
"Radicals",0
"Rebel",51.1
"Refugees",36.4
"Separatists",4.8
"Social",45
"State Media",0
