"TSectors","Intensity"
"(National) Major Party",0
"Army",0
"Business",9
"Criminals",13.2
"Dissident",249.5
"Education",19
"Executive",0
"Fundamentalist",0
"General Population",689.2
"Government",1123.4
"Ideological",593.4
"Insurgents",0
"Intelligence Ministry",0
"International Religious",834.8
"Judicial",21
"Labor",133
"Legal",0
"Legislative",0
"Local",6
"Media",0
"Medical",10
"Military",0
"Municipal",0
"National Religious",0
"Nongovernmental Organizations",9
"Parties",10
"Police",0
"Protestors",0
"Provincial",0
"Radicals",90
"Rebel",0
"Social",465.9
"Sunni",0
"Unidentified Forces",527
