"TSectors","Intensity"
"(National) Minor Party",4
"Agricultural",0
"Business",11.5
"Center Right",0
"Communist",0
"Criminals",12
"Dissident",0
"Education",0
"Elite",0
"Energy Ministry",0
"Entertainment",0
"Ethnic NGOs",0
"Exiles",0
"General Population",30
"Government",3
"Human Rights IGOs",0
"Ideological",12
"Insurgents",5
"Judicial",0
"Labor",0
"Legal",0
"Local",15
"Media",0
"Medical",0
"Military",17
"Municipal",3
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Provincial",0
"Rebel",0
"Social",0
"Transportation Business",0
"Unidentified Forces",0
