"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Buddhist",0
"Business",82.6
"Criminals",109.4
"Dissident",58.9
"Education",67.5
"Elite",95.2
"Exiles",0
"General Population",290.2
"Government",0
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Religious",0
"Judicial",51.5
"Labor",60.9
"Legislative",68.9
"Media",64
"Medical",0
"Military",0
"Municipal",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",62.9
"Opposition Major Party (Out Of Government)",55.3
"Parties",53.9
"Police",72.9
"Protestors",86.3
"Radicals",72.9
"Rebel",0
"Social",200.9
"Unidentified Forces",70.9
