"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",0
"Centrist",0
"Criminals",0
"Dissident",42.8
"Education",0
"Elite",12.8
"Executive Office",0
"Exiles",0
"General Population",85.6
"Government",0
"Human Rights NGOs",0
"Intelligence Ministry",0
"International Religious",49.8
"Local",0
"Media",0
"Military",0
"Muslim",0
"National Religious",0
"Police",0
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",21.8
"Tuareg",0
"Unidentified Forces",57.8
