"TSectors","Intensity"
"(National) Minor Party",0
"Army",0
"Catholic",0
"Criminals",0
"Dissident",0
"Education",6
"Executive Office",20
"General Population",0
"Government",37
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",0
"International Religious",1.5
"Kurd (Ethnic Group)",17.5
"Labor",0
"Legal",0
"Local",0
"Media",2
"Military",82.6
"Municipal",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",0
"Police",170.4
"Protestors",167.6
"Radicals",0
"Rebel",9
"Refugees",0
"Separatists",17
"Social",144.1
"Unidentified Forces",5
