"TSectors","Intensity"
"Business",0
"Cabinet",0
"Criminals",0
"Dissident",6
"Education",0
"Elite",0
"Executive",0
"Executive Office",0
"Exiles",0
"Foreign Ministry",0
"General Population",244.9
"Government",144.1
"Human Rights IGOs",0
"Human Rights NGOs",20
"Information",0
"Insurgents",6
"Interior",0
"International Religious",0
"Judicial",0
"Labor",0
"Legal",1
"Legislative",0
"Media",0
"Medical",0
"Military",538.2
"Muslim",28
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",30
"Police",0
"Protestors",0
"Rebel",0
"Refugees",0
"Social",15
"Unidentified Forces",534.9
