"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",15.5
"Center Right",25
"Communist",0
"Criminals",5
"Dissident",48
"Education",10
"Elite",2
"Energy Ministry",0
"Entertainment",0
"Ethnic NGOs",0
"Exiles",0
"General Population",43
"Government",80
"Human Rights IGOs",0
"Ideological",0
"Insurgents",0
"Judicial",0
"Labor",10
"Legal",0
"Local",0
"Media",0
"Medical",0
"Military",0
"Municipal",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Provincial",0
"Rebel",0
"Social",0
"Transportation Business",0
"Unidentified Forces",0
