"TSectors","Intensity"
"(National) Minor Party",0
"Air Force",20.6
"Army",16.8
"Business",46.4
"Center Right",0
"Centrist",0
"Criminals",30
"Dissident",0
"Education",12.4
"Executive",22.6
"General Population",409
"Government",6.7
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",13
"International Religious",0
"Labor",31.6
"Local",0
"Media",13.7
"Medical",29.6
"Military",59
"Muslim",107.6
"National Religious",20.6
"News",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",33.8
"Parties",81.2
"Police",114.1
"Protestors",17.6
"Provincial",0
"Radicals",0
"Rebel",25.9
"Social",18.2
"Unidentified Forces",79.4
