"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",8
"Business",21
"Communist",0
"Criminals",0
"Dissident",63
"Education",0
"Environment Ministry",0
"General Population",121.4
"Government",44.4
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Labor",13
"Legislative",0
"Media",0
"Medical",0
"Military",0
"Municipal",0
"Nationalist",0
"Nongovernmental Organization (International)",17
"Nongovernmental Organizations",0
"Police",15.5
"Protestors",0
"Provincial",8
"Radicals",0
"Rebel",0
"Refugees",0
"Regional Diplomatic IGOs",0
"Social",0
"Transportation Business",0
"Unidentified Forces",8
"Women",0
