"TSectors","Intensity"
"Agricultural",0
"Air Force",0
"Army",0
"Army Headquarters",0
"Business",27.8
"Catholic",0
"Communist",0
"Criminals",23
"Dissident",0
"Education",8
"Elite",0
"Ethnic NGOs",0
"General Population",205.5
"Government",44
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Intelligence Ministry",0
"Justice",0
"Legal",0
"Media",14
"Medical",8
"Military",0
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organization (International)",0
"Organized Violent",0
"Police",0
"Protestors",8.4
"Radicals",0
"Rebel",0
"Social",22
"South American Indigenous",0
"Unidentified Forces",18
