"TSectors","Intensity"
"(National) Minor Party",8
"Air Force",11
"Army",0
"Business",50.5
"Center Right",0.5
"Centrist",0
"Criminals",63.6
"Dissident",173.4
"Education",37.2
"Executive",18.5
"General Population",214.2
"Government",94.1
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",0
"International Religious",0
"Labor",19
"Local",0
"Media",14
"Medical",9
"Military",306.3
"Muslim",64.7
"National Religious",0
"News",0
"Nongovernmental Organization (International)",5.6
"Nongovernmental Organizations",9
"Parties",58
"Police",175.5
"Protestors",15
"Provincial",0
"Radicals",16
"Rebel",9
"Social",389.3
"Unidentified Forces",542.6
