"TSectors","Intensity"
"(National) Minor Party",0
"Army",0
"Catholic",0
"Criminals",46.2
"Dissident",76
"Education",0
"Executive Office",18.4
"General Population",338.2
"Government",350
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",699.2
"International Religious",0
"Kurd (Ethnic Group)",0
"Labor",23.1
"Legal",29
"Local",0
"Media",41.6
"Military",0
"Municipal",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",8.4
"Police",80
"Protestors",36
"Radicals",0
"Rebel",74.4
"Refugees",0
"Separatists",0
"Social",48.4
"Unidentified Forces",149
