"TSectors","Intensity"
"Agriculture",0
"Business",17.2
"Catholic",0
"Criminals",81
"Dissident",38.6
"Education",14
"Exiles",0
"Food Ministry",0
"General Population",1157.9
"Government",139.6
"Heavy Industrial",0
"Human Rights IGOs",17.4
"Human Rights Ministry",0
"Human Rights NGOs",14
"Industrial",0
"Intelligence Ministry",0
"Jewish",0
"Labor",16.4
"Labor Ministry",0
"Media",26.4
"Medical",0
"Military",163
"Military Intelligence",0
"Muslim",0
"National Religious",17.4
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",17.4
"Police",108.6
"Protestors",13.9
"Provincial Party",14.4
"Radicals",0
"Rebel",0
"Refugees",0
"Social",362.8
"Unidentified Forces",0
