"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Criminals",0
"Defense",0
"Dissident",9.4
"Elections Ministry",0
"Exiles",0
"General Population",49.4
"Government",3.7
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Intelligence Ministry",0
"Interior",0
"International Ethnic",0
"International Religious",0
"Labor",0
"Media",0
"Medical",6.4
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",25.4
"Police",14.4
"Protestors",11.4
"Radicals",0
"Rebel",0
"Refugees",0
"Separatists",17.4
"Social",8.4
"State Media",0
