"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Business",0
"Criminals",309.4
"Dissident",0
"Education",6.4
"General Population",0
"Government",2585
"Government Major Party (In Government)",253.4
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",104.6
"Insurgents",8.4
"International Religious",67.6
"Kashmiri",0
"Labor",0
"Legislative",0
"Media",0
"Medical",15.4
"Military",0
"Muslim",35.9
"National Religious",0
"Nongovernmental Organization (International)",53.9
"Nongovernmental Organizations",0
"Opposition Major Party (Out Of Government)",469.8
"Parties",183.5
"Police",0
"Protestors",71.1
"Radicals",348.3
"Rebel",73.4
"Separatists",16.6
"Sikh",0
"Social",6026.6
"Unidentified Forces",50.7
