"TSectors","Intensity"
"(National) Major Party",19
"Agricultural",0
"Buddhist",0
"Business",44.1
"Criminals",239.9
"Dissident",86.5
"Education",107.2
"Elite",6.4
"Exiles",0
"General Population",750.2
"Government",53.7
"Government Major Party (In Government)",20.4
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",41.4
"International Religious",21
"Judicial",9.4
"Labor",37.4
"Legislative",23.5
"Media",22.4
"Medical",0
"Military",18
"Municipal",0
"Muslim",17.4
"National Religious",0
"Nongovernmental Organization (International)",21.4
"Nongovernmental Organizations",39.4
"Opposition Major Party (Out Of Government)",0
"Parties",2.4
"Police",70.6
"Protestors",23.4
"Radicals",0
"Rebel",12.4
"Social",186.4
"Unidentified Forces",32.4
