"TSectors","Intensity"
"Agricultural",0
"Business",0
"Christian",16
"Criminals",9
"Dissident",38
"Education",0
"Elections Ministry",0
"Exiles",0
"General Population",267.2
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",0
"International Dissident",0
"International Insurgents",0
"International Religious",0
"Labor",0
"Legal",0
"Marines",0
"Media",0
"Military",29.6
"Municipal",4
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",5.4
"Police",0
"Protestors",2.6
"Radicals",0
"Rebel",5
"Separatists",0
"Social",277.8
"State Owned Enterprises",0
"State-Owned Transportation",0
"Sunni",5
"Unidentified Forces",21
