"TSectors","Intensity"
"Business",0
"Cabinet",0
"Criminals",12.8
"Dissident",0
"Education",0
"Elite",0
"Executive",9.1
"Executive Office",0
"Exiles",0
"Foreign Ministry",0
"General Population",95.8
"Government",21.9
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Interior",0
"International Religious",20.8
"Judicial",7.8
"Labor",0
"Legal",0
"Legislative",0
"Media",7.8
"Medical",0
"Military",0
"Muslim",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",0
"Police",17.3
"Protestors",22.8
"Rebel",11.8
"Refugees",30.8
"Social",63.3
"Unidentified Forces",21.8
