"TSectors","Intensity"
"Business",0
"Cabinet",0
"Criminals",18.4
"Dissident",16.4
"Education",0
"Elite",10.4
"Executive",16.4
"Executive Office",18.4
"Exiles",0
"Foreign Ministry",0
"General Population",0
"Government",13.4
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Interior",0
"International Religious",0
"Judicial",0
"Labor",20.4
"Legal",0
"Legislative",10.4
"Media",10.4
"Medical",0
"Military",69.8
"Muslim",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",0
"Police",18.9
"Protestors",0
"Rebel",0
"Refugees",0
"Social",71.6
"Unidentified Forces",11.4
