"TSectors","Intensity"
"(National) Major Party",40.8
"Banned Parties",0
"Christian",0
"Criminals",0
"Dissident",0
"Education",0
"Elections Ministry",0
"General Population",80.8
"Government",16.4
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"International Ethnic",0
"International Religious",0
"Legal",74.8
"Legislative",34.8
"Media",0
"Military",113.8
"Municipal",0
"National Religious",56.8
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Oromo",0
"Parties",0
"Police",54.8
"Protestors",58.8
"Radicals",0
"Rebel",54.8
"Refugees",0
"Separatists",73.8
"Social",54.4
"State Media",0
"Unidentified Forces",0
