"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",13
"Communist",0
"Criminals",14
"Dissident",14
"Education",0
"Environment Ministry",0
"General Population",97.6
"Government",12.5
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Labor",0
"Legislative",0
"Media",4
"Medical",0
"Military",4
"Municipal",0
"Nationalist",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",23.4
"Protestors",1
"Provincial",0
"Radicals",0
"Rebel",0
"Refugees",4
"Regional Diplomatic IGOs",0
"Social",19
"Transportation Business",0
"Unidentified Forces",0
"Women",11
