"TSectors","Intensity"
"(National) Minor Party",0
"Army",0
"Catholic",0
"Criminals",131.5
"Dissident",190.1
"Education",8
"Executive Office",0
"General Population",206.8
"Government",198
"Government Major Party (In Government)",10
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",0
"International Religious",0
"Kurd (Ethnic Group)",570.4
"Labor",8
"Legal",12
"Local",10
"Media",9
"Military",760
"Municipal",0
"Muslim",0
"National Religious",13
"Nongovernmental Organization (International)",10
"Nongovernmental Organizations",0
"Parties",4.6
"Police",118.4
"Protestors",56
"Radicals",0
"Rebel",48
"Refugees",17
"Separatists",483.8
"Social",133.9
"Unidentified Forces",8
