"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Buddhist",0
"Business",24.9
"Criminals",32.9
"Dissident",60.5
"Education",0
"Elite",17.9
"Exiles",0
"General Population",272.7
"Government",5.9
"Government Major Party (In Government)",4.4
"Human Rights IGOs",17.9
"Human Rights NGOs",0
"Insurgents",0
"International Religious",0
"Judicial",0
"Labor",11.5
"Legislative",0
"Media",5.9
"Medical",0
"Military",4.9
"Municipal",0
"Muslim",26.9
"National Religious",0
"Nongovernmental Organization (International)",8.9
"Nongovernmental Organizations",0
"Opposition Major Party (Out Of Government)",8.9
"Parties",0
"Police",54.4
"Protestors",17.9
"Radicals",0
"Rebel",0
"Social",4.1
"Unidentified Forces",0
