"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Criminals",0
"Defense",86.8
"Dissident",20.5
"Elections Ministry",0
"Exiles",0
"General Population",78.8
"Government",17
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Intelligence Ministry",0
"Interior",0
"International Ethnic",0
"International Religious",0
"Labor",0
"Media",77.8
"Medical",0
"Military",120.8
"Muslim",0
"National Religious",75.8
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Radicals",0
"Rebel",104.8
"Refugees",81
"Separatists",0
"Social",0
"State Media",82.8
