"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Berber-Kabyle",0
"Business",61.6
"Criminals",0
"Dissident",0
"Education",0
"Elite",13.3
"Ethnic NGOs",0
"Fundamentalist",0
"General Population",19.6
"Government",0
"Housing",12.8
"Human Rights IGOs",14.8
"Insurgents",0
"International Religious",0
"Judicial",0
"Labor",0
"Legal",0
"Legislative",0
"Local",0
"Media",8.3
"Medical",0
"Military",0
"Muslim",12.8
"National Religious",0
"Nongovernmental Organization (International)",18.8
"Police",21.8
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",36.8
"Unidentified Forces",0
