"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",1
"Center Right",0
"Communist",4
"Criminals",0
"Dissident",14
"Education",0
"Elite",0
"Energy Ministry",4
"Entertainment",0
"Ethnic NGOs",0
"Exiles",0
"General Population",0
"Government",456.9
"Human Rights IGOs",0
"Ideological",3
"Insurgents",8
"Judicial",4
"Labor",0
"Legal",0
"Local",0
"Media",4
"Medical",0
"Military",0
"Municipal",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",6
"Police",12.6
"Protestors",69
"Provincial",0
"Rebel",14
"Social",266.5
"Transportation Business",0
"Unidentified Forces",0
