"TSectors","Intensity"
"(National) Major Party",44.3
"Agricultural",3.6
"Buddhist",52
"Business",0
"Criminals",81
"Dissident",177
"Education",13
"Elite",6
"Exiles",0
"General Population",198.3
"Government",159
"Government Major Party (In Government)",8
"Human Rights IGOs",0
"Human Rights NGOs",55
"Insurgents",0
"International Religious",0
"Judicial",6.6
"Labor",0
"Legislative",0
"Media",0
"Medical",0
"Military",7.1
"Municipal",0
"Muslim",14
"National Religious",0
"Nongovernmental Organization (International)",14.5
"Nongovernmental Organizations",14
"Opposition Major Party (Out Of Government)",0
"Parties",7
"Police",0
"Protestors",0
"Radicals",25
"Rebel",0
"Social",148.4
"Unidentified Forces",0
