"TSectors","Intensity"
"(National) Major Party",0
"Army",32
"Business",0
"Criminals",72
"Dissident",127
"Education",25
"Executive",0
"Fundamentalist",25
"General Population",702
"Government",318.4
"Ideological",192.1
"Insurgents",32.8
"Intelligence Ministry",0
"International Religious",134.3
"Judicial",0
"Labor",36
"Legal",0
"Legislative",19
"Local",25
"Media",22
"Medical",0
"Military",40.6
"Municipal",0
"National Religious",20.8
"Nongovernmental Organizations",0
"Parties",18
"Police",167
"Protestors",0
"Provincial",37
"Radicals",0
"Rebel",89.2
"Social",90
"Sunni",97.7
"Unidentified Forces",287.5
