"TSectors","Intensity"
"(National) Minor Party",0
"Army",0
"Catholic",28.2
"Criminals",64
"Dissident",8.6
"Education",13.6
"Executive Office",24.5
"General Population",185.2
"Government",219
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",144.5
"International Religious",16
"Kurd (Ethnic Group)",0
"Labor",0
"Legal",0
"Local",9.6
"Media",25.6
"Military",38.1
"Municipal",0
"Muslim",13.6
"National Religious",49.6
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",4.6
"Parties",0
"Police",110.6
"Protestors",118.1
"Radicals",0
"Rebel",33.6
"Refugees",0
"Separatists",8.6
"Social",149.3
"Unidentified Forces",13.6
