"TSectors","Intensity"
"Agricultural",0
"Air Force",0
"Army",0
"Army Headquarters",0
"Business",0
"Catholic",0
"Communist",0
"Criminals",0
"Dissident",47.2
"Education",0
"Elite",8.9
"Ethnic NGOs",0
"General Population",190.9
"Government",54.7
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Intelligence Ministry",0
"Justice",0
"Legal",0
"Media",0
"Medical",5.4
"Military",0
"National",5.4
"National Religious",0
"Navy",0
"Nongovernmental Organization (International)",0
"Organized Violent",0
"Police",52
"Protestors",8.4
"Radicals",0
"Rebel",0
"Social",94.9
"South American Indigenous",0
"Unidentified Forces",0
