"TSectors","Intensity"
"Agricultural",0
"Buddhist",5
"Business",0
"Criminals",0
"Dissident",310
"Education",0
"Exiles",0
"Finance",0
"General Population",0
"Government",348.5
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",4.6
"International Ethnic",0
"International Religious",19.5
"Local",0
"Media",13
"Medical",0
"Municipal",0
"Muslim",0
"National Ethnic",0
"National Religious",23
"Nongovernmental Organization (International)",29.2
"Nongovernmental Organizations",0
"Police",193
"Protestors",48
"Provincial",0
"Radicals",0
"Rebel",12
"Separatists",27.6
"Social",657.4
"State Media",8
"Unidentified Forces",40
"Uyghur",0
