"TSectors","Intensity"
"(National) Minor Party",0
"Air Force",0
"Army",44
"Business",41
"Center Right",0
"Centrist",26.4
"Criminals",0
"Dissident",88
"Education",0
"Executive",22
"General Population",0
"Government",195
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",0
"International Religious",46.2
"Labor",0
"Local",0
"Media",32
"Medical",0
"Military",234
"Muslim",0
"National Religious",0
"News",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",46
"Police",59
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",36
"Social",519.1
"Unidentified Forces",215
