"TSectors","Intensity"
"(National) Major Party",0
"Army",0
"Business",40.6
"Criminals",0
"Dissident",265
"Education",8
"Executive",25
"Fundamentalist",558.8
"General Population",1286.3
"Government",572.2
"Ideological",550.6
"Insurgents",0
"Intelligence Ministry",0
"International Religious",0
"Judicial",8
"Labor",12.6
"Legal",0
"Legislative",16.7
"Local",0
"Media",15
"Medical",2.6
"Military",204.8
"Municipal",0
"National Religious",22
"Nongovernmental Organizations",0
"Parties",0
"Police",95
"Protestors",0
"Provincial",5.1
"Radicals",0
"Rebel",0
"Social",71.7
"Sunni",0
"Unidentified Forces",139
