"TSectors","Intensity"
"Army",0
"Business",174
"Center Left",18.6
"Christian",0
"Criminals",109
"Dissident",343.7
"Education",70
"Elections Ministry",4.6
"Entertainment",0
"Far Right",3
"Food Ministry",0
"General Population",512.6
"Government",423.8
"Government Major Party (In Government)",3
"Human Rights NGOs",12.5
"Insurgents",0
"International Religious",33.4
"Labor",4.4
"Lower House",0
"Medical",15.2
"Military",50
"Military Intelligence",13.8
"Muslim",0
"National Religious",18
"Parties",24.2
"Police",174.2
"Protestors",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",518.1
"State Owned Enterprises",0
"State-Owned Heavy Industrial",0
"Unidentified Forces",45
