"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",28
"Business",226.7
"Criminals",0
"Dissident",544.8
"Education",0
"General Population",2354.2
"Government",865.600000000001
"Government Major Party (In Government)",0
"Human Rights IGOs",118
"Human Rights NGOs",0
"Ideological",43
"Insurgents",0
"International Religious",18.2
"Kashmiri",0
"Labor",0
"Legislative",167.4
"Media",41.7
"Medical",79.2
"Military",0
"Muslim",16
"National Religious",22.1
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",103.1
"Opposition Major Party (Out Of Government)",145.7
"Parties",99
"Police",199.1
"Protestors",44.6
"Radicals",0
"Rebel",149.3
"Separatists",31
"Sikh",0
"Social",3058.4
"Unidentified Forces",21
