"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",0
"Criminals",22
"Defense",10
"Dissident",8
"Education",7.1
"Far Left",20
"Far Right",0
"General Population",97.9
"Government",7.5
"Human Rights IGOs",0
"Human Rights NGOs",9
"Ideological",23.4
"Insurgents",0
"International Ethnic",0
"Labor",10
"Legislative",0
"Local",0
"Marines",0
"Media",0
"Medical",0
"Military",58.6
"Municipal",9
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",9
"Police",11
"Protestors",0
"Provincial",0
"Rebel",5
"Social",171.7
"South American Indigenous",0
"Unidentified Forces",5
