"TSectors","Intensity"
"Agricultural",0
"Business",0
"Catholic",0
"Criminals",0
"Dissident",76.8
"Education",4.4
"Entertainment",0
"Environment Ministry",0
"General Population",189.1
"Government",69
"Human Rights NGOs",0
"International Religious",0
"Justice",3.4
"Labor",0
"Legal",7.4
"Legislative",12.8
"Local",3.4
"Media",0
"Medical",0
"Military",7.4
"Municipal",4
"Muslim",0
"National Religious",4.4
"Nilotic",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Provincial",0
"Rebel",0
"Refugees",0
"Social",59.9
"Television Entertainment",0
"Unidentified Forces",0
"Upper House",0
