"TSectors","Intensity"
"(National) Minor Party",59
"Agricultural",0
"Business",4
"Criminals",26.3
"Defense",24
"Dissident",179.3
"Education",0
"Far Left",326
"Far Right",0
"General Population",598.2
"Government",691.9
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",25
"Insurgents",0
"International Ethnic",0
"Labor",43
"Legislative",0
"Local",0
"Marines",0
"Media",23
"Medical",0
"Military",432
"Municipal",73
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",14
"Police",51.8
"Protestors",0
"Provincial",0
"Rebel",290.4
"Social",21.6
"South American Indigenous",0
"Unidentified Forces",58.6
