"TSectors","Intensity"
"(National) Minor Party",12
"Agricultural",0
"Berber-Kabyle",0
"Business",0
"Criminals",0
"Dissident",3
"Education",0
"Elite",1.6
"Ethnic NGOs",0
"Fundamentalist",0
"General Population",23.6
"Government",32.7
"Housing",0
"Human Rights IGOs",0
"Insurgents",0
"International Religious",3
"Judicial",3.4
"Labor",0
"Legal",0
"Legislative",69
"Local",0
"Media",0
"Medical",0
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Police",14.7
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",5
"Social",29
"Unidentified Forces",18
