"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",72
"Business",0
"Criminals",733.7
"Dissident",99
"Education",577.3
"General Population",7424.5
"Government",2042.2
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",205.2
"Ideological",92.5
"Insurgents",0
"International Religious",69.8
"Kashmiri",53.8
"Labor",196.3
"Legislative",58.4
"Media",0
"Medical",111.4
"Military",0
"Muslim",95.7
"National Religious",101.8
"Nongovernmental Organization (International)",43.8
"Nongovernmental Organizations",0
"Opposition Major Party (Out Of Government)",0
"Parties",243.2
"Police",0
"Protestors",182.8
"Radicals",20.9
"Rebel",0
"Separatists",0
"Sikh",67.2
"Social",249.4
"Unidentified Forces",121
